text,label
what is the answer you are trying to find?,focus
"so look at the full original answer you wrote, showing each step... you gave two answers as to how long the boards were before making them the same length. what are those lengths?",probing
how many days does eric want to rent the house?,probing
how much would he pay for the first 14 days?,probing
"mariana, how many feet of unused rope did bob have left after giving 1 2 to his friend?",probing
how many 2 foot section could he have using the 20 feet?,probing
"jia, what is the number of apartments that have at least 1 person living in them?",probing
what is the number of apartments that have at least 2 people living in them?,probing
if ignatius has 4 bikes then how many tires are there between all bikes?,probing
with this in mind can you relook at the question and try again,focus
"riya, reread the question and tell me exactly what they want to know.",probing
what would be the answer you found for that question?,probing
what was the cost of concessions?,probing
that's right. and how much was spent altogether?,probing
what fraction of the children are girls?,probing
that's right. and how many children are there in total?,probing
okay you have assume that there are 40 male cows but the question cleary states that the farmer has 50 male cows. with this in mind could you try again?,focus
why do you think there are 100 cows? where does it say that?,generic
"if the bag originally cost 6 but was 75 off, what is the new cost?",probing
you are right that the cost of the new bag is 1.50. but what is the cost of 2 bags if each bag costs 1.50?,probing
how many stripes are there on each shoe across all 3 people?,probing
that's right. and how many shoes does each people have?,probing
have another look. you havent subtracted the smallest weight,probing
yes well done. can you see where you made an error?,generic
"if tom goes to a normal doctor, how many visits does he need?",probing
are you sure? read the question again.,focus
"have another look at the first part of your answer. rememeber wed, thurs and fri are seperate days",telling
no. hilary spends only 0.50 per day. check again,probing
hello riya. keep in mind that it is only 60 more than the 50 guests already invited.,probing
what is 60 of 50?,probing
how long does it take carlos,probing
what about diego,probing
how much did fred earn from washing the car,probing
how much did he have before,probing
when was she born,probing
when did she start fencing,probing
how long does he travel at 30mph,probing
how long does he travel at 25mps,probing
how long does polly spend cooking,probing
how long at breakfast,probing
hi claire. you've worked out how many seeds remain after not landing on water or being eaten. remind me what that was please?,focus
"that's not quite right, have another look through your solution please and try again.",focus
hi deandre. can you explain the question to me please?,probing
"so he waits 18 days, plus another three weeks, right?",focus
"hey alejandra. let's start at the beginning. if chloe buys the strawberries at 50 for 12 and sells them for 30 for 6, how much profit would that be for one dozen?",probing
remember that she's selling half a dozen for 30. how many half dozen can she sell from each 50 dozen she buys?,focus
hi steven. can you explain the question related to the payment for the two specialists please?,probing
"you've calculated that for full hours, but also said that they only did 15 minutes of work. is that correct then?",probing
"hi stephanie, good work! this was a tricky problem. can you tell me about your strategy?",generic
that's a smart plan! why don't we start by calculating how much candice spends at the bakery in a single week,focus
"hi heidi, nice job! tell me what you were thinking about when you were solving this problem.",generic
you did great! what are each of the items lisa spent money on?,focus
"hi jordy, great work! how did you feel about this problem?",generic
i think you did great! this type of question can be very confusing. i'd like to start by asking you a silly question -- how old are you now?,probing
"hi deandre, could you tell me what 'range' means in maths?",probing
"brilliant. i can see from your workings you have correctly identified that brad's pumpkin is 54 pounds, jessica's is 27 and betty's is 108 pounds. so what is the difference between the heaviest and lightest pumpkin in pounds?",focus
how much money did yulia make in total?,probing
don't count the net 44 toward the revenue. that is already included in the 47.,telling
"read the question again. if the driver travels 30 miles per hour for 3 hours and 25 miles per hour for 4 hours, how many miles is that?",focus
ignore the day of the week for now. how many miles is that in a single day?,probing
"if there were 600 adult men and there were twice as many adult women as adult men, how many adult women were there?",probing
try again.,focus
what is the duration of the original 25 songs?,probing
that's right. and what is the duration of the additional 10 songs?,probing
how many students are in the class?,probing
"that's right. if half of those students make 3 artworks each, how many artworks is that?",probing
i feel you have made this more complicated than needed could you maybe find a simpler way,generic
how about firstly we start with the cost of two white socks and the difference between this and one brown sock,focus
you are correct in all their weights but the. the next step is incorrect could you please recheck that step,probing
yes that is correct,generic
we already know that kristin runs 12 times around the adult field so what is the first step,probing
we know that she runs 3 times faster so could we divide this by 3,telling
you are correct in saying the barrel stores 43 if we have four how many would this be,probing
"we are only looking for the total in barrels, how much would this be",telling
if your 1800 is correct what would be your next step,probing
to arrive at 720,probing
what is in one pack of pencils,probing
so how many just red pencils did he buy,probing
"hello riya, the answer is incorrect. can you have another look and see if you can spot the mistake?",telling
no. let's start from the beginning. each airplane has 20 x 7 seats which is equal to what?,probing
okay so we know that there is a 5 year age gap between the two girls. rena being the older and pam the younger. yes?,probing
if pam is twice as young as rena currently but only 5 years younger than her in 10 years then how old is she now?,probing
the baker works 7 days per week. not 6. try again,telling
perfect. just remember to read the question properly,generic
okay lets try add together the amount of slices of cake that will be eaten,probing
good. if you subtract that from the total amount of slices what are you then left with?,probing
relook at the question. there are1762 more black balloons than yellow balloons. if there are 3414 yellow balloons then how many black balloons will ther ebe?,focus
good so if you add the yellow balloons on top of that how many balloons do you have altogether?,probing
how many days are in a weekend?,probing
so how much money would they make on two weekend days if they made twice as much each day as they do a week day?,probing
how much is left from the budget after buying the tv?,probing
"if the fridge costs 500 more than the computer, what would be left to buy the computer and fridge?",probing
"ronny, if you look at your answer, why did you include the 900 john pays in rent each month as a profit?",probing
"re-examine your answer, you still left in his rent payment in your calcuation.",probing
"hi michael, how are you feeling about your answer to this question?",generic
"that's a great idea to check our work with a calculator. however, you've made a little mistake so let's take a look. you said that there are 9 cracked eggs. look again and see if you still agree with this.",probing
"hi mariana, how are you feeling about the method you used to solve this problem?",generic
you obviously enjoy algebra! you made some great progress - but do you think there might have been a simpler and or quicker way to solve this?,generic
how many gnomes had red hats total?,probing
how many of those 21 gmones had big noses?,probing
how many smores could jacon make with 48 graham crackers?,probing
re-read the question. how many graham cracker does it take to make a smores?,probing
"hi rishi, can you take another look at your first calculation? how many chapters are in the book?",probing
that's right. why did you do 10 x 3?,probing
"hi rishi, are you feling confident with your answer?",generic
you've done really well with your calculations for most of the question but i can see a small misunderstanding. how many people make up a pair?,probing
brenda could you have another read of the questioon for me and see if you come up with the same answer please?,generic
lets look a step at a time. how many books is she given new and how many has she bought. then how many do we need to take away due to her wanting to borrow less,generic
luca do you think yoou could check your answer again please? maye try and think of the total more than referring the contribution to x,generic
was the total three trimes the amount oof his contribution before oor after he contributed?,generic
"hi cody, tell me about your second line",generic
"oh yes, apologies, that line is correct",focus
"hi ronny, please tell me about how many books she gets from the different sources",generic
"great, now solve the problem using that value",focus
"hi emily, please tell me about why you added their number of pages together?",generic
"correct, that would be right if the question wanted their values combined",focus
hello - which gender sex do you think the canoneers must be?,focus
"great, so they make up some of the 252 men. what is the total number of people?",focus
"hello, if lee can only save 1000 per month the other 4000 cannot be spent on the ring",telling
how much should he spend on the ring considering it needs to be 2 months' salary?,focus
"hi brenda, how did you get to your answer?",generic
ok so johnny makes the crab did 40 times a day. he does that 4 times a week. what is that total?,probing
"hi rishi. you've correctly calculated the overall tip, but not allocated this correctly between the five friends. have another go please.",probing
"the total tip is 15, correct?",probing
"hi deandre. felicity gets a lollipop each time she goes to the store, and she goes three times a week, correct?",probing
"so, if she has already collected 240 sticks, how can be work out how many weeks she's been collecting if she gets three sticks every week?",probing
"hi stephanie, i can see you made a good start but need to understand more your thought process.",generic
well done. what made you realise you had made a mistake?,focus
"hi cody. if the terrier's owner hushed the dog every second time it barked, can you write this out as a sequence of numbers please?",probing
"good, so if the dog finally stopped barking after six hushes, can you write this sequence?",probing
"hi stephanie. after giving away apples to jane and james, how many apples does martha have left?",probing
"she started with 20, right? she gave away some to jane and some to james. can you show me this calculation please.",focus
"hi emily, you have made an error with your solution to this problem. please can you re-read the question and explain your method.",generic
"if you were making a cake and you doubled the quantities in a recipe to make it larger, would you need to double the time taken as well?",probing
"hi hunter, you have made an error with your solution. ""out of the 2000 community members, 30 100 2000 600 were adult men."" is correct. please check the next stage of your solution against the problem.",generic
"no, there are twice as many adult women as men. can you see your error?",focus
"if you read the problem. the cheese is 7 a pound and we don't know how many pounds have been bought. however, we do know that one pound of beef has been bought. so the only missing variable is cheese. can you send me a new solution based on this?",focus
what if you take the cost of the beef from the 87?,focus
"hi, do you want to tell me your solution?",generic
and how do you work that out?,generic
"hi jia, you have made a mistake in your solution. the terrier's owner hushes it every second time. please check your solution. can you see where you have made the mistake?",generic
"if the dog's first bark is an odd number and the second bark, which is hushed is an odd number, can you list the barks that are hushed, e.g. 2, 4 etc",probing
how many ounces of water did he fill the tub with?,probing
that's right. and how many ounces of water did he remove?,probing
how many stops total does the delivery person need to make?,probing
"not quite. there are 12 pizzas, and 2 of the stops are for two pizzas.",probing
"you're on the right track, but your fractions are not added correctly",focus
"what is the common denominator of 6, 100, and 12?",probing
"if james is 30 now, how old will he be in 5 years?",probing
"good. and in 5 years, matt will be twice as old as james. how can we write that as an equation?",probing
"if a large puzzle costs 15, and a large and small puzzle together cost 23, how much does a small puzzle cost?",probing
try again,telling
explain the 6 litre bucket part,generic
what is 6-2,probing
"hi luca, can you tell me how you decided that there are 200 pairs of plugs?",generic
you're correct that there are 200 pairs,probing
"hi steven, i don't understand why youve written 0.25 80x 0.1 100x 20x. can you explain?",generic
can you check your addition again?,probing
"hi lakisha, you've made a good start on this! have another look though. how much do 4 creeping jennies cost?",generic
that's correct - do you see the mistake you made?,probing
you're correct with the first group having 9 lollipops. well done! but check the second group - how many people are in the 2nd group?,probing
that's not correct. can you check again?,telling
hi rishi. you said tim paid 75 for the doctor visit. correct?,generic
and you said tim paid 60 for the cat's visit. correct?,generic
"hi jian, how many pieces of clothing total does each model have to show?",probing
"yes, so if each model shows 5 pieces of clothing or makes 5 trips up and down the runway, how many trips would 6 models make?",probing
"hi heidi, you said james will have to spend 100 for the first set of channels, and 50 for the second set of channels. correct?",generic
"so if you calculate the total for that 100 and 50 for both sets, how much did james spend?",probing
"hi riyi. shawn painted 9 red pebbles, 13 blue pebbles, and the 18 remaining pebbles into 3 equal groups of 6 yellow, 6 purple, and 6 green pebbles. correct?",generic
what is the difference between the 13 blue pebbles and the 6 yellow pebbles?,probing
"hi alejandra, you agree tonya sold 50 total consisting of 11 total of small cups, 24 of medium cups, and an unknown total of large cups you call x. correct?",generic
what total did she sell of small 11 and medium cups 24 combined then?,probing
"ronny, can you tell me why you added the two numbers together?",probing
but do you remember the original question that needed to be answered?,probing
"lakisha, can you tell me how you got to 77 exactly?",probing
can you explain to me why you added 24 and took away 6?,probing
"mariana, can you explain to me about the use of seconds in your answer",probing
do you remember the original question?,probing
"winnie, can you tell me why you multiplied by 0.5",probing
"but you came up with an answer of 63, which doesn't follow that method",probing
"alejandra, can you look at your first step again and explain how you came to this conclusion",probing
can you see where you might have went wrong in the first step,probing
"hi hunter, could you describe your approach to this solution?",generic
"the problem gives you a figure to calculate the width of the lake, did you use this in your calculation?",focus
"hi rishi, could you walk me through your approach to this problem?",generic
"that's correct, although the original answer you gave was 140 minutes, can you compare your approaches and see where you went wrong originally?",focus
talk me through your problem,generic
we know that yesterday lara collected 80 cans and sarah collected 50. what is the total?,probing
"hi , could you please walk me through your solution?",generic
"there seems to be a mistake in here. let us try something else to understand this. if i have 20 t-shirts at the beginning of a week and i wear one each day, how many clean t-shirts would i be left with at the end of the week?",probing
"hi, can you explain what the questio is asking?",generic
what did you work out?,generic
"hi alejandra, how are you feeling about your method here?",generic
"yes, you've made correct calculations - well done! however, you made a small mistake on what the calculation should have been, even though your answer was correct. why did you subtract 4.50 from 6.75?",probing
"hi stephanie, can you explain yuor method here, please?",generic
"wow, fantastic work! i love your use of algebra to help you with this question. do you think you have forgotten any steps?",probing
"hi scott, how are you doing today?",generic
"sure! your calculations are correct, so well done on that - you just made one small mistake. how many additional windows does one house have?",probing
"hi steven, how are you doing today?",generic
sure! have a look at the price of taffy. can you try that again?,probing
"hi luca, lets have a re-read of the question and see if you can try some diffferent calculations to achieve a different answer as you don't quite have the correct answer",generic
"ok, you have the correct answer however your workings out are not quite correct. lets start at working out how much he spent on video games, that was 160 correct, now lets think about the 5 he has left over, what do we do with that?",focus
lakisha could you have another go at working out this question after taking another look at the question,generic
"when doing your workings out, do them one step at a time. so your first problem being 80,000 50,000 and so on...",generic
"scott, please read the question again and see if you get a differnet answer",generic
"lets take it one step at a time we know she used 220 post it notes, and had 23 remaining so what do we need to do with these two numbers?",focus
"stephanie, please look at your workings out for the food amount. is your answer relevant to cost per year or month?",generic
"brilliant, what would that new total be?",generic
"hi cody, please have a look back at your answer and try again",generic
lets not think of the origional number being x as i think this is confusing you. what is the numbers we need to extract from the question,generic
"hi hunter, good work on this problem. can you tell me about your strategy?",generic
that makes sense. let me ask you a slightly different question than the difference in revenue -- on which day was the revenue highest?,focus
"hi jian, silly question for you -- which do you prefer soda or water?",probing
"i disagree, but i think we can agree that soda and water are different...so in this problem, are all 4 of john's weekend drinks the same?",focus
"hi seth, do you remember how many feet are in a yard?",focus
"great! so if the length of the room is 3 yards, what is the length in feet?",focus
"hi ayisha, good work! to start, can you tell me each shoe in this question and its cost?",generic
great! what is the total cost of the heels?,focus
"hi rishi, how are you?",generic
great! let me give you a hand with this.,generic
how do you feel about your method with this problem?,generic
"that's great! yes, your method was good. you just made one tiny error when calculating the number of shoplifters. can you try the number of shoplifters again?",probing
please can you explain to me why you minus 5 from 99?,focus
but remember the question says they cost 5 more?,focus
"hi cody! in your first step, can you tell me why you calcuated 360 3?",probing
you're correct that that the area of a rectangle is equal to the length times the width - but divinding the area by 3 won't give us the width. let's try it a different way. we know that the length is 9 feet. so 9 x something equals 360. what is that?,probing
remember it is just the water you are counting on the weekend not the soda,focus
remmeber there are 2 days on the weekend,focus
here i see you taking away 10 from 40 ?,focus
i think if you look back you have taken the supplies of when working out your profit by candle?,probing
work out the total point score for a 93 average first?,probing
remember its 5 test marks that count,focus
"hi brenda, could you have a read through the question again and attempt the answer in a differnt way?",generic
how many days has he already read for and how many days does he have left?,generic
alejandra please check through your answer in line with the question,generic
what information can you extract from the text that we need to work out?,generic
jordy please check your answer after looking back over the question please,generic
"you have achieved the correct answer, however the number of days is irrelevant to the questin",generic
mariana please re read the text and see if you find a different method and answer,generic
"please do one step at a time, work out the total points already earned minus the lowest score",generic
deandre please re read the question and try agai n,generic
please try the question one step at a time,generic
"hi deandre, tell me your answer",generic
how did you get there?,generic
"hi brenda, you were asked for the perimeter of the room in feet. you made an error on the second line, can you spot what it is?",probing
you are right that you need to multiply the yards by 3 to get the number fo feet but there was an earlier step before that line that also needs updating. can you try again?,probing
"hi there, you have the wrong answer here but you were right about how many balls josh had left after he dropped 3 balls. read the rest of the question carefully again and see if you can update your answer.",probing
"no, i said you were right in the first place about how many balls josh had after he dropped 3 balls. you said 4 balls and that was right. but you didn't read the rest of the question carefully enough to realise how many balls he then juggled with. can you read it again?",probing
how much rice is consumed in a week,focus
i meant to say how much rice would 5 people consume in week if they consume 2 kg each day?,focus
lets focus on weekends. how many glasses of water and soda does john have on weekends?,focus
"wrong it's 3 glasses of water and 1 glass of soda. so for 2 days of the weekend, what is count of glasses of water and soda?",focus
"hi stephanie, you were nearly right with your answer here. on the first line you calculated that brian had 15 video games after he lost 5. however, the question said that brian lost 5 games ""right before the comparison was made"". can you update your answer?",probing
that was the answer you submitted and it isn't correct. the comparison was made after brian had lost the 5 games. so how many games did bobby have?,probing
"hi luca, your answer to this question was not correct. you are told that the donuts cost 68 per dozen, so how much did toula spend on donuts?",probing
that's right. you made a similar mistake for the other items. how much did she spend on cupcakes if they are 80 per dozen?,probing
"hi claire, your answer to the question wasn't quite right. the question says that carla had to restart the download from the beginning after the update. so how long did it take her to do the download after the update?",probing
"no, that's not right. if she had to start the download again from the beginning, that means that she has to download the entire file again. so how long did it take her to download the entire file after the update?",probing
what's the capacity of the shelves?,focus
"so if wendy wants to place 20 more than double the capacity of the shelves, how many she needs to carry?",focus
"hi there emily! your answer to this question was not correct. read the offer again carefully. taffy was on sale for ""buy 1 point at 3, get 1 pound 1 2 off."" so how much is 2 pounds of taffy?",probing
that's right! is there anything else about this question you need help with?,generic
"hi ayisha, was there any part of this question that confused you",generic
"alright, let's look at the prices provided in the question. what do they tell us?",focus
hi steven. your answer to this question wasn't correct. read it again carefully. the caterer prepared enough for half the guests to be able to have 2 hotdogs. this means the rest of the guests would be able to have 1 hotdog. how many hotdogs did he prepare in total?,probing
"that is not right. he prepared enough for all the guests to have one hotdog, how many is that?",probing
"hi scott, can you tell me where you got confused in this question?",generic
"alright, how should we figure out how many meals are consumed in a week?",probing
"hi rishi, you have had a good go at the question but you have the wrong answer. an equation was a good idea, but it's not quite right. you are right that there are x 5 spoons. but you know that she used 3 of the spoons and was left with 12. so what is the right equation there?",probing
sorry there was typo in my message above. you were right that there was x 5 spoons. can you have another go at setting up the equation?,probing
"hi rishi, can you tell me what part of this question is confusing or difficult for you?",generic
"alright, let's look at the question, what does it say about the 5 ?",focus
"hi deandre, your answer was not quite right. you are right that there were 90 books sold in the first year and that there are 200 books sold in 3 years. but how many were sold in the current year?",probing
"no, you know there are 3 sales years. you already worked out that 200 total books were sold and that 90 were sold in the first year, and you said that 45 were sold in the 3rd year. so from that total of 200, how many must have been sold in the second year?",probing
"hi lakisha, can you tell me what part of this question was troubling you?",generic
"alright, so what does the question say about how many old records were worth?",focus
"hi winnie, i can see you have correctly identified the 150 increase in value, which is 120,000. what would be the new house value?",generic
"are you sure? remember the question states that he put in 50,000 in repairs..",probing
"hi , could you please walk me through your solution?",generic
correct,generic
"hi , could you please walk me through your solution?",generic
could you please you show me the calculations stepwise with explanation?,generic
"hi emily, can you show me how you calculated the total cost of the food?",focus
read the question again is the cost of the food 4.50 less than their share of the tickets or the total cost of the tickets?,probing
"jia, how many balls did josh intend to juggle with in the show?",probing
how many balls did he lose into the audience?,probing
jian how many spoons did julia have when she set the table?,probing
please re-read the question.,telling
you are correct that f 14. but what does that mean about how many fish are in each aquarium?,probing
read the question again.,focus
how many crates did sam sell over the weekend?,probing
good. any how many crates did he sell during the week?,probing
would you like to recheck your answer as it is slightly incorrect and see if you can see where you went wrong,focus
we know that her husband bought 5 and she used 3 how many would this leave us,focus
how many cups of food is needed in total per day?,probing
careful. is it 3 cups per chicken once per day or three times per day?,focus
how many pounds of meat are needed for each sandwich?,probing
what is the cost of 1 pound of meat?,probing
how many pencils are there total?,probing
don't forget the loose pencils.,telling
"winnie, according to the problem, how many years does marcy have to work before she earns any pension?",probing
how many years past 20 does she work if she works there for 30 years?,probing
you are almost there with you answer i think you need maybe one more step,probing
14 is the total for both aquarium so how many would be in each if they are the sme,focus
"you are correct in the amount the rides cost but appear to have missed one amount off , can you see what this is ?",focus
no your ride totals are correct at 25 but you missed an amount off for something else,focus
"rishi, how much money did john earn in order to buy the video games and have 5 left?",probing
re-read the problem.,telling
how did sophia know her car got 25 miles gallon?,probing
how did she know it was 4 gallons?,probing
x cannot be 100 if 2x is 150 would you like to try again,focus
if i tell you the answer is 150 cards can you work to this figure,telling
"michael, have you thought about the two loose pencils?",probing
now can you think about how many pencils each box can hold based on the 24 pencils and two loose pencils?,probing
"riya, can you explain your calculation of adding the extra 20 to your original calculation?",probing
are you sure it wasn't in your original calculation?,probing
"claire, how many people cannot make it to the show?",probing
"are you sure? think about the calculation again. so only the females will be performing, so how many people is that in total?",probing
"hi mariana, how are you feeling about your answer to this problem?",generic
"ok, let's have a look together. you've actually got the correct answer but you carried on with an unnessecary step! what does the question say happened to the balls that rolled off stage?",focus
"hi seth, how are you?",generic
let's takle a look at this question. can you tell me why you multiplied 12 by 3?,probing
"hi ronny, how are you feeling about your method here?",generic
"ok, let's take a look together. you've made a really good start but just missed one step. you've correctly worked out that f is 14 - great work! but f is the total number of fish that are in both aquariums. if there are 14 fish in 2 aquariums, how do you find out the number of fish in one aquarium?",probing
"hi luca, how do you feel about this question? it's very confusing!",generic
"yes, your calcuations are correct, well done! i don't think you've made a mistake here because the question is badly-phrased. the first line says ""he sells them for 15 each"" but it should say ""he sells some of them for 15 each"" ! i can see why you assumed that john sold all the sets and i would have made the same assumption.",generic
hi steven. let's talk through your answer,generic
what steps did you follow?,focus
go back tot he question lakisha how much is a bottle of milk?,focus
no - re read the question and then come back to me and tell me how much a bottle of milk is,generic
relook at the question. if frank has composed 120 problems as you stated and assuming he has had to compose 4 different types in equal then how many has he composed?,focus
yes. 30 of each. can you spot where you originally went wrong?,generic
hi emily.,generic
please talk me through this question,generic
"hi, can you explain what you did?",generic
let's go back to the question as i think you got a little confused. can you work out how many packets per minute are produced?,focus
hello lakisha. the answer is close but incorrect. could you try again?,generic
okay lets break this down. how many goals were scored during the first half only?,probing
"okay at some point in your working out you have come to the right answer. however, the further down you have gotten it has become lost. can you try again?",telling
let's start again. how much would diane make when she sold 1000 books?,probing
i'd like you to look at your step 3 of the equation and tell me if you can see any errors?,focus
no. remember the library charges 50p per day and how many days are there inmay?,probing
you are on the right tracks. at point 5 you have made an error. can you spot it?,probing
okay - you do not need to add 351 inches. with this in mind can you try again,probing
brenda please re read the text and attempt your answer again please.,generic
"her goal is to do a total of 30 sit ups per day. taking into consideration this, what would be your new answer?",focus
"hi alejandra, your answer to the question isn't quite right. you had the right idea but you need to read the question more carefully. it is not asking how much both people earn together. can you read it again and try again?",focus
that is correct! do you understand the question now?,generic
"claire, please read back through the text and see if you come to a different method and answer",generic
if we know he gets the bus at 8 00am lets not think about the bus he missed at 7 30am and just the 8 00am bus that he has missed,focus
"hi jordy, your answer here isn't quite right. you correctly worked out that there were 6 feet of sand on top of the treasure after the tsunami. so how much sand does rick have to dig through to get the treasure?",focus
why does he have to dig through 14 feet if there are only 6 feet of sand on top of the treasure after the tsunami?,probing
please re read the text throughly and attempt to answer this question again please deandre.,generic
so if govenor sandoval gave 12 as we know. how many would slan have made if they made ten more?,focus
"hi stephanie, your answer isn't quite right. let's start again with the first step. peter's brother wants to know how many km peter has to fly to get from where he is germany to russia and then back to spain. so first, how many km is it from germany to russia?",focus
"no, you are told that spain to russia is 7019 km. you also know that spain to germany is 1615 km. so how do you work out the distance between germany and russia?",focus
please take a look back through the text and attempt to answer the question in a different way please seth,generic
what information can you extract from the text that is impoortant for us to find the answer of the questioon?,focus
"hi rishi, your answer here isn't quite right. can you try the question again, but instead define x as the wright of mars in tons, not the moon?",generic
you are correct that mars weighs 500tons. but you have been told that mars weighs twice as much as the moon. so how much does the moon weigh?,focus
"hi ayisha, how confident are you feeling about this problem?",generic
you did some great calculations but you made one small error. how many days in april did john walk the dog?,probing
"hi luca, you were nearly right with your solution. you correctly said that c has 80-32-b students. you then correctly said that b 11 students. so can you try to solve the calculation again to find c?",generic
that is right. do you understand the question now?,generic
"hi jia, can you talk me through your step 1, please?",generic
why did you do 15 x 3?,probing
"hi hunter, how are you feleing about this problem?",generic
"i understand your confusion. let's try this without algebra, as i think you may find it easier. firstly, what is the age difference between trevor and his brother?",focus
"hi jian, how are you?",generic
"great! let's have a look at this problem together as i think you're a bit confused. firstly , how long will it take austin to descend 270 steps?",probing
"hi lakisha, can you talk me through your first step, please?",generic
"that's correct now - but that's not what you did in your first step you said it was 20 minutes. never mind, you're there now! so what's the next step?",generic
"hi jordy, how's it going?",generic
so what did you do?,generic
"steven, if you had 4 of something and tripled that amount, how much would you have?",probing
"so if nancy triples the 18 cubic feet of water, how much would she have?",probing
"hi brenda, what did you do here?",generic
"so if we take off the 2 5 thumb tacks, what fraction does that leave us?",focus
"stephanie, how many days will it take to do one step, if john adds one pushup per day?",probing
so how many days will it take to do 15 wall push-ups?,probing
"deandre, you successfully answered the question as asked, could you tell me the total number of pairs of black socks james had.",probing
could you tell me the total number of pairs of red socks james had?,probing
what is the distance between the first and second stores?,probing
what is the distance between the 2nd and 3rd stores?,probing
"cody, how far doe wanda walk each morning?",probing
"check again, she walks to the school and back in the morning. what is the answer?",probing
"hi riya, can you tell me about how you figured out dara's age in six years?",probing
"good job finding out jane's age in six years. dara should be half of that age, but what is half of 34?",probing
"hi brenda, can you tell me about how you solved the problem?",generic
how much food did you decide that ella eats in a day?,probing
hi claire can you tell me how you worked it out?,focus
why is it 5 days when you've said you doubled it for 4 days?,generic
hi can you explain your answer?,generic
"working backwards is a great way to work this out. before the midnight snack of 1 piece, there must have been 3 pieces, because 2 were left and she ate 1. can you spot your mistake?",focus
"hi lakisha, walk me through the problem",generic
close. so the busy squirrels gathered 2 by 30 which is 60 nuts day. and the sleepy squirell got 20 per day. what are the total number of nuts gathered?,focus
"hi claire, tell me your solution please",generic
how do you reach that conclusionn?,probing
you did very well until the final step could you explain why you x by 3,focus
but you already included the 3 people when you got to 11 stripes and if they have two shoes each how many does this give,focus
do you think you need 2 x at step 3 and why,probing
all you need is your 13 from the 23 to find the difference,focus
"if the total cost of the haircuts is 120, what would be a 20 tip?",probing
good job!,generic
how many feet did alex and max run total so far?,probing
not quite. that's the length of the road.,telling
you have made an error at the start. each dozen donuts sold at 1 per donut would be how much,probing
so he had spent 2.40 per dozen and makes a profit of 9.60 per dozen do you see that,focus
how much overtime did queenie work?,probing
did she work 4 hours overtime total or each day?,focus
"if steve has 110 in his account after his first year, how much interest does he earn?",probing
that's right. so what is the total amount in his bank account after on year?,probing
"you have made an error by adding the two neighbourhoods , jenny will only be selling to the better one",focus
correct do you see the error you made,generic
you are correct that 26 2x 46. so what does x equal?,probing
not quite. what is 46 - 26?,probing
the 2 x 20 is correct but why did yo7 add the 7,focus
if she only needed 7 more you need to take it off,telling
"hi rishi. in the question, it's explained how many items are needed. can you explain this please?",focus
does it say that these are for a set of earrings?,probing
"hey brenda. in your solution, you've correctly identified the chance of jack getting bitten by an infected mosquito. let's proceed from there. without a vaccine, the chance of getting infected after being bitten is how much please?",probing
"ah no, sorry i misread your solution. let's take it back to the beginning. of the mosquitos, what proportion overall have either infection?",focus
hi jian. can you tell me how many free haircuts tammy has had so far please?,probing
are you sure? have another read of the question please.,focus
"hi ronny. in your solution, you give the year that aziz was born. can you tell me please?",probing
and what year did aziz's parents move to america?,probing
"hi scott. you've understood the way to solve this question, but your final answer isn't quite right. the store sold 327 televisions this year, correct?",probing
"and if they continue to sell 50 more each year for the next three years after this year, what will they sell in each of these years please?",probing
"hi seth, lets take a look at this problem together.",generic
look again at what the problem text says about the price of bread.,focus
"hi, lets look at this problem together.",generic
what does 'rent' mean in the problem question?,focus
"hi, lets take a look at your solution.",generic
the problem says he turns one third into marinara sauce. what is one third numerically?,focus
"hi, lets look at this problem together.",generic
the problem question says that on one day of the week christina walked an extra distance. how far did she walk extra?,focus
"hi riya, can you explain to me why you worked out how many words in an hour that tom could type first?",generic
"read the question carefully, is the number of words he can type in a minute not provided?",focus
let me tell you that the question given to you is incorrect. sum of three angles of a triangle is always 180 degrees. can you solve it now?,generic
so can such a triangle exist with an angle as 0 degree?,probing
hi jia! let me give you a hand with this task as you've made a little error. you correctly calculated that cathy worked 160 of her own hours - great job! how many extra hours did she work?,generic
not quite - she didn't work an extra 40 hours - have another look at the questino. how many of chris's hours did cathy work?,focus
"hi claire, how are you feeling about this task?",generic
"yes, you've made a little mistake. your method is correct up to the 3rd step. you know that he sleds down 3 small his 2 times, so what operation should we used to calculate the total of small hills?",probing
"hi ronny, how are you doing today?",generic
"ok, let's take a look together. you've made a great start but you need to read the part about the rabbits again. you said that there are 8 animals once the rabbits joined the cats, but did you include all the cats and rabbits in this?",probing
"hi jordy, you've made a great start on this! your method is correct up until your last step. did you include all the ice creams?",generic
"fantastic ! do you feel mroe confident, now that you understand where you went wrong?",focus
"hi stephanie, how do you think you did on this?",generic
"ok, let's take a look together. have another look at your second step.",probing
"hi winnie. let's run through this question from the beginning. please just answer the specific questions i ask you. firstly, can you tell me how many models are in the show please?",probing
good. and how many set of clothing will each model wear please?,probing
"hi jordy. i've had a look at your solution and am very impressed. however, can you have another look at the question to see exactly what is expected by it please?",probing
so in your first solution you included what please?,probing
"hi hunter, do you think that algebra helped you here, or made the task more confusing?",generic
"ok, that's good. it seems like you had some confusion with one of the formulas you used though. have another look at your formula for the total number of people. you used 7 x 4 7 - that means you are adding the 7 chequered shirts, the total number of striped shirts and 4 lots of the chequered shirts again. does that seem right?",probing
